timestamp,open,high,low,close,volume
2025-08-06 11:47:00+00:00,29999.80111527341,30008.536450472784,29996.821883492168,29999.667596883046,32.30420292412698
2025-08-06 11:48:00+00:00,30016.35524741386,30016.323697698735,30006.621681589288,30016.562462225007,3.6856259456984475
2025-08-06 11:49:00+00:00,30064.376803255494,30064.455222096254,30055.788761809912,30061.172541718835,2.4308025236780617
2025-08-06 11:50:00+00:00,30090.0955903589,30094.487740544966,30085.471459569246,30086.893091030583,6.605470701075683
2025-08-06 11:51:00+00:00,30117.826702405215,30119.82925753266,30108.967696804262,30116.616107318507,34.27592702974824
2025-08-06 11:52:00+00:00,30102.66893671081,30109.83194440917,30100.541566471067,30101.598595568186,12.706039662234572
2025-08-06 11:53:00+00:00,30120.962611052142,30128.128399895068,30116.043284149702,30126.498311214094,23.684014352398165
2025-08-06 11:54:00+00:00,30074.720010159952,30078.285628015445,30062.710158066573,30066.752418658678,41.92617643657934
2025-08-06 11:55:00+00:00,30051.682334330933,30057.783894473207,30040.016363516144,30050.875147695147,2.3633579403160714
2025-08-06 11:56:00+00:00,30080.338126908708,30078.499588710973,30075.232956550866,30073.075046082366,12.680752513337024
2025-08-06 11:57:00+00:00,30093.220544203446,30106.258877511988,30091.40355866335,30093.473475588267,37.27012717897519
2025-08-06 11:58:00+00:00,30085.069577474474,30089.52295156948,30078.359870435506,30081.522955405333,14.09647867787126
2025-08-06 11:59:00+00:00,30105.527208702635,30103.56394557469,30098.539952957413,30101.391519286277,41.92708087130536
2025-08-06 12:00:00+00:00,30106.105830630724,30116.97709058778,30108.495697290517,30108.933774987556,12.555930038324414
2025-08-06 12:01:00+00:00,30100.404573907166,30105.101294142227,30089.298788745797,30094.682677259047,44.37759405826594
2025-08-06 12:02:00+00:00,30118.16881789638,30124.858714553935,30112.0619496708,30114.799850551128,9.695048305475002
2025-08-06 12:03:00+00:00,30107.67609625313,30112.6087769233,30102.073010748485,30102.306744158766,45.07520638526649
2025-08-06 12:04:00+00:00,30116.10833300747,30117.015762677012,30102.887815406488,30114.212101978897,5.800374953435873
2025-08-06 12:05:00+00:00,30077.268193221316,30081.07198333681,30069.55604592683,30076.42838860891,25.197466436185927
2025-08-06 12:06:00+00:00,30059.410688150565,30062.42854636356,30054.419624245304,30058.04426032259,12.873774508539002
2025-08-06 12:07:00+00:00,30087.65402296946,30100.688588658475,30092.351323462746,30091.39426593671,19.212277618174802
2025-08-06 12:08:00+00:00,30086.91780920258,30091.352225477494,30080.88825149939,30083.751183538014,25.436201077362703
2025-08-06 12:09:00+00:00,30048.512554622223,30051.248216465276,30044.598003645784,30044.44258818867,45.81068139546072
2025-08-06 12:10:00+00:00,30065.78413703003,30075.125039205792,30056.814115562483,30067.35302380905,35.701517081707706
2025-08-06 12:11:00+00:00,30058.25087190218,30067.532711010525,30062.682150300137,30061.598955443504,12.720902967927
2025-08-06 12:12:00+00:00,30050.243698629052,30053.58864675424,30038.49189613283,30044.620339729543,41.06704042818821
2025-08-06 12:13:00+00:00,30027.104071738257,30030.816606082364,30020.96751364189,30027.77073565292,27.896565272871264
2025-08-06 12:14:00+00:00,30036.738717102744,30035.712138079758,30026.558340202097,30037.47314017421,39.85340197557587
2025-08-06 12:15:00+00:00,30071.26891422893,30079.349770481305,30064.262184178944,30070.885949227126,11.569743603711322
2025-08-06 12:16:00+00:00,30100.67423467781,30101.21877108127,30091.91154796201,30102.079230783416,31.44449496808511
